Company Name,Rating,Good Reviews,Bad Reviews,Salaries
Zeon Lifesciences,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,688
Radiant Appliances,4.1,"Company Culture, Work Life Balance, Job Security",,708
Blue Rose Technologies,4.0,"Salary & Benefits, Work Life Balance, Company Culture",,1k
Oxford University Press,3.3,,"Promotions / Appraisal, Work Satisfaction, Job Security",935
Virinchi Technologies,3.2,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.1k
Li & Fung,3.9,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security",700
Jarvis Technology and Strategy Consulting,3.3,,"Job Security, Promotions / Appraisal, Company Culture",792
Radiant Appliances,4.1,"Company Culture, Work Life Balance, Job Security",,708
American InfoSource,3.4,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",839
Republic TV,2.9,,"Company Culture, Work Life Balance, Promotions / Appraisal",790
Tata Power Renewable Energy,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,481
Relyon Softech,4.0,"Job Security, Work Life Balance, Skill Development / Learning",,899
S kant Healthcare Ltd,4.7,"Company Culture, Work Life Balance, Work Satisfaction",,500
Ansal Api,3.9,"Work Life Balance, Company Culture, Work Satisfaction",,458
Blue Rose Technologies,4.0,"Salary & Benefits, Work Life Balance, Company Culture",,1k
Vestian Global Workplace Services,3.3,,"Promotions / Appraisal, Skill Development / Learning, Work Life Balance",824
Cloudstrats Technologies,3.1,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",358
VBeyond Corporation,4.0,"Company Culture, Work Life Balance, Job Security","Salary & Benefits, Promotions / Appraisal",756
KDK Software,2.8,,"Work Satisfaction, Company Culture, Work Life Balance",403
Groupe SEB,3.3,,"Job Security, Promotions / Appraisal, Company Culture",724
MSV International,3.8,,"Promotions / Appraisal, Job Security, Skill Development / Learning",502
Virinchi Technologies,3.2,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.1k
Li & Fung,3.9,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security",700
Little Nap Recliners,4.7,"Company Culture, Job Security, Work Life Balance",,28
Crescon Projects & Services,3.6,Salary & Benefits,"Company Culture, Work Life Balance, Promotions / Appraisal",688
Donear Industries,3.3,,"Promotions / Appraisal, Company Culture, Salary & Benefits",808
Oxford University Press,3.3,,"Promotions / Appraisal, Work Satisfaction, Job Security",935
Market Xcel Data Matrix,2.7,,"Job Security, Promotions / Appraisal, Company Culture",622
Magnit Global,3.3,,"Promotions / Appraisal, Job Security, Skill Development / Learning",717
Swal Corporation,4.2,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal,334
Sakarni Plaster,4.4,"Work Life Balance, Company Culture, Work Satisfaction",,360
Wepsol,3.6,,"Promotions / Appraisal, Salary & Benefits, Job Security",812
S V S Projects India,3.1,,"Promotions / Appraisal, Company Culture, Salary & Benefits",569
Indus Motors,4.0,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,642
Karam Safety,4.2,"Work Life Balance, Job Security, Skill Development / Learning",,704
Blue Tokai Coffee Roasters,3.8,Work Life Balance,Promotions / Appraisal,628
Gangar Eyenation,3.6,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",519
TPF Engineering,3.8,,"Promotions / Appraisal, Salary & Benefits, Job Security",616
Ravi Foods,3.8,Work Life Balance,Promotions / Appraisal,588
Antino,2.7,,"Job Security, Promotions / Appraisal, Company Culture",835
Sulphur Mills,3.6,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",825
Prgx India,3.4,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.3k
Aptonline,3.3,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Company Culture",1.1k
Nabard Consultancy Services,3.7,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning",495
Feedback Energy Distribution Company,3.5,,"Job Security, Promotions / Appraisal, Salary & Benefits",568
Lithium Urban Technologies,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",679
Miraj Group,4.0,"Work Life Balance, Company Culture, Work Satisfaction",,757
United Nations Development Programme,4.1,"Work Life Balance, Company Culture, Work Satisfaction","Job Security, Promotions / Appraisal",503
Kapil Chit Funds,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",,371
River Engineering,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits",850
MaxVal Group,3.2,,"Promotions / Appraisal, Work Satisfaction, Job Security",1k
RPP Infra Projects,3.8,Skill Development / Learning,"Promotions / Appraisal, Job Security, Company Culture",731
Sfc Solutions,3.6,,"Job Security, Company Culture, Promotions / Appraisal",863
Allset Business Solutions,3.8,Job Security,Promotions / Appraisal,952
DESIGNCO,3.9,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,727
OneAdvanced,3.0,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.1k
Arwade Infrastructure,4.0,"Salary & Benefits, Skill Development / Learning, Company Culture",,535
Wellspring Healthcare,2.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",494
Jaslok Hospital and Research Centre,4.1,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",733
Starworth Infrastructure Construction,3.6,Salary & Benefits,"Job Security, Promotions / Appraisal, Skill Development / Learning",737
NHPC,4.2,"Job Security, Work Life Balance, Company Culture",,491
Collage,4.2,"Work Life Balance, Company Culture, Work Satisfaction",,435
Cadmaxx Solutions,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning",762
Matrix Cellular Services,4.2,"Skill Development / Learning, Salary & Benefits",,451
Swaraj Engines,3.7,,"Promotions / Appraisal, Salary & Benefits, Job Security",555
Healthplix Technologies,3.0,,"Job Security, Promotions / Appraisal, Company Culture",1.1k
Hitek Syndicate,3.6,,"Salary & Benefits, Company Culture, Work Satisfaction",426
Diksha Technologies,3.1,,"Promotions / Appraisal, Company Culture, Job Security",821
Mansukh Securities & Finance,3.2,,"Salary & Benefits, Job Security, Promotions / Appraisal",830
Cornerstone OnDemand,3.2,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.6k
Hindustan Platinum,3.5,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.2k
CR Asia,3.9,"Job Security, Skill Development / Learning",,638
Institute of Language Management,4.2,"Skill Development / Learning, Company Culture, Job Security",,209
Swelect Energy Systems,4.0,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",500
SeQuent Scientific,3.8,"Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal",729
SYNCHRONIZED SUPPLY SYSTEMS,4.0,"Company Culture, Work Life Balance, Work Satisfaction",,624
Anytime Fitness,3.6,,"Job Security, Promotions / Appraisal, Salary & Benefits",755
Bhavna Corp.,3.5,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",929
Volante Technologies,3.3,,"Promotions / Appraisal, Work Satisfaction, Company Culture",1.5k
Gainwell Technologies,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.5k
Natural Remedies,3.7,Work Life Balance,Promotions / Appraisal,746
Qatar Petroleum,4.3,"Work Satisfaction, Company Culture, Work Life Balance",,388
Trellix,3.5,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction",1.4k
MSL Driveline Systems,4.3,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,631
Jubilant Industries,3.8,"Job Security, Company Culture, Work Life Balance",,1.2k
ANEWA Engineering,3.7,Job Security,Promotions / Appraisal,954
Don Bosco Tech Society,4.0,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Job Security, Salary & Benefits",333
Techugo,3.6,,Salary & Benefits,478
Ultra Engineers,4.0,"Company Culture, Skill Development / Learning, Work Satisfaction",,861
KNNX Corp,2.6,,"Job Security, Promotions / Appraisal, Company Culture",866
Cipla Industries,3.9,,Job Security,710
Dr ITM,3.2,,"Work Satisfaction, Job Security, Promotions / Appraisal",464
Archean Chemical Industries,3.8,"Job Security, Salary & Benefits","Promotions / Appraisal, Work Life Balance",779
Kolors Healthcare,3.7,,Promotions / Appraisal,699
Vilcart,3.7,,"Promotions / Appraisal, Job Security, Company Culture",415
Geno Pharmaceuticals,2.8,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",465
Polyplastics,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",826
Lakme Salon,3.9,"Work Satisfaction, Job Security, Skill Development / Learning",,469
Architect Hafeez Contractor,3.1,,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",494
Bentley Systems,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,1.4k
Jayem Automotives,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture",727
General Industrial Controls,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.1k
Simplify3x Software,3.8,,Promotions / Appraisal,1.2k
Admiral Solutions,3.2,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",913
Asianet Satellite Communications,4.4,"Work Life Balance, Company Culture, Work Satisfaction",,540
Dr B Lal Clinical Laboratory,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",,408
NeST Digital,3.5,,"Promotions / Appraisal, Salary & Benefits, Job Security",1.2k
Eurofins Advinus,3.4,,"Promotions / Appraisal, Job Security, Company Culture",1.1k
Ayoki Fabricon,3.8,Skill Development / Learning,"Promotions / Appraisal, Job Security, Salary & Benefits",703
IPL Biologicals,4.1,"Work Life Balance, Job Security, Company Culture",,607
Eazy ERP Technologies,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",647
Wintax Solution,4.6,"Skill Development / Learning, Company Culture, Work Life Balance",,26
INOXCVA,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",759
Lohum Cleantech,3.4,,"Promotions / Appraisal, Company Culture, Work Life Balance",643
Sandfits Foundries,4.1,"Skill Development / Learning, Job Security, Work Life Balance",,601
Aster Cmi Hospital,3.8,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",626
Hyderabad Metro Rail,4.1,"Job Security, Skill Development / Learning, Work Life Balance",,516
Eros Group,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,727
Lalitpur Power Generation,4.3,"Job Security, Work Life Balance, Company Culture",,603
Kriya NextWealth,3.7,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",704
Fare Labs,2.7,,"Company Culture, Promotions / Appraisal, Work Life Balance",670
Eshopbox Ecommerce,2.9,,"Promotions / Appraisal, Company Culture, Work Life Balance",620
Talwalkars Better Value Fitness,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",,435
LiquidHub,3.6,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",761
Thinksynq Solutions,3.9,"Company Culture, Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal",677
Leena Powertech Engineers,3.6,Salary & Benefits,"Company Culture, Work Satisfaction, Promotions / Appraisal",535
Translumina Therapeutics,3.6,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",572
Sri Ranganathar Industries,3.3,,"Promotions / Appraisal, Company Culture, Work Life Balance",805
nurture.farm,3.3,,"Job Security, Promotions / Appraisal, Work Satisfaction",719
Mandovi Motors,3.7,,"Salary & Benefits, Promotions / Appraisal",546
Shankar Packagings,2.6,,"Promotions / Appraisal, Company Culture, Job Security",828
GD Goenka University,3.6,,"Job Security, Promotions / Appraisal, Company Culture",774
Manikaran Power Limited,3.3,,"Company Culture, Work Life Balance, Work Satisfaction",716
Doordarshan,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,809
Saatvik Green Energy,4.0,"Salary & Benefits, Work Life Balance",,669
Aurus,2.7,,"Company Culture, Work Life Balance, Work Satisfaction",1.4k
Bewakoof,3.7,,"Promotions / Appraisal, Job Security, Skill Development / Learning",883
Aster MIMS,4.4,"Company Culture, Job Security, Work Life Balance",,768
Talwalkars Better Value Fitness,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",,435
L&T Buildings & Factories,3.8,"Job Security, Skill Development / Learning, Salary & Benefits",Work Life Balance,160
Cubastion Consulting,2.9,,"Company Culture, Work Life Balance, Work Satisfaction",1.1k
GUVI,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning",800
Ashish Life Science,3.7,,"Job Security, Promotions / Appraisal",566
Digital Web Solutions,3.9,"Work Life Balance, Work Satisfaction, Company Culture",,662
Divgi Torqtransfer Systems,3.2,,"Promotions / Appraisal, Salary & Benefits, Company Culture",807
Toyota Boshoku Automotive,4.2,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal,701
Paisalo Digital,3.7,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",420
Denso Ten Minda India,4.1,"Job Security, Company Culture, Work Life Balance",,732
Gnrc Hospital,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",599
Epimoney,3.3,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",801
Saatvik Green Energy,4.0,"Salary & Benefits, Work Life Balance",,669
Aster MIMS,4.4,"Company Culture, Job Security, Work Life Balance",,768
Divgi Torqtransfer Systems,3.2,,"Promotions / Appraisal, Salary & Benefits, Company Culture",807
Applus Velosi,3.6,,"Promotions / Appraisal, Company Culture, Job Security",407
Apollo Cradle,4.2,"Job Security, Skill Development / Learning, Company Culture",,367
Ghv India,4.2,"Work Life Balance, Job Security, Company Culture",,677
TVS Automobiles Solutions,3.7,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",748
Fichtner Consulting Engineers,3.8,,"Promotions / Appraisal, Job Security, Skill Development / Learning",731
Tata Passenger Electric Mobility,4.2,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal,564
Harbinger Systems,3.6,,"Promotions / Appraisal, Salary & Benefits, Job Security",1.2k
Escorts Construction Equipment,4.1,"Company Culture, Work Satisfaction, Skill Development / Learning",,686
Accurate Global Alliances,4.7,"Skill Development / Learning, Company Culture, Work Life Balance",,59
S.M. Consultants,3.5,,"Company Culture, Promotions / Appraisal, Salary & Benefits",605
Infibeam Avenues,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.3k
Rane Group,4.0,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,727
Cashfree Payments,3.0,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.6k
Informatica,3.8,"Company Culture, Work Life Balance","Job Security, Promotions / Appraisal, Skill Development / Learning",2.2k
SBL Knowledge Services,3.0,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",926
Mega Rubber Technologies,3.6,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",722
Macmet Engineering,3.9,"Job Security, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",651
Crif Solutions,3.3,,"Promotions / Appraisal, Company Culture, Work Life Balance",1.2k
Apptunix,4.1,"Skill Development / Learning, Company Culture, Work Satisfaction",,454
Infinity Data Technologies,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.2k
KPI Partners,3.6,Salary & Benefits,"Job Security, Promotions / Appraisal",915
Sharda Hospital,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",688
EASTMAN EXPORTS GLOBAL CLOTHING PVT.LTD,3.6,,"Promotions / Appraisal, Job Security, Company Culture",898
Jagatjit Industries,3.5,,"Promotions / Appraisal, Company Culture, Job Security",591
Presidency University,2.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",744
Maccaferri,3.7,Salary & Benefits,"Promotions / Appraisal, Skill Development / Learning",664
Globe Capital Market,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",644
Poonawalla Finance,3.7,,"Promotions / Appraisal, Job Security, Company Culture",962
CFlo,4.5,"Company Culture, Skill Development / Learning, Job Security",,410
MEP Infrastructure Developers,3.8,,Promotions / Appraisal,877
Wibmo,3.1,,"Promotions / Appraisal, Job Security, Company Culture",1.1k
SPIE Oil & Gas Services,4.2,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,270
Compuage Infocom,4.2,"Company Culture, Work Life Balance, Work Satisfaction",,852
Ananda Dairy,4.0,"Work Life Balance, Company Culture, Work Satisfaction",,556
Novopor Advanced Science,4.2,"Salary & Benefits, Work Life Balance, Company Culture",,817
APAC Financial Services,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",,499
Caparo Group,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,745
Automation Anywhere,3.8,"Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal",1.6k
Bonanza Portfolio,3.4,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",831
Careers360,3.0,,"Promotions / Appraisal, Work Satisfaction, Company Culture",1.1k
Digamber Finance,4.1,"Salary & Benefits, Work Life Balance, Work Satisfaction",,432
VASANTHA TOOL CRAFTS,3.9,Skill Development / Learning,,587
Poonawalla Finance,3.7,,"Promotions / Appraisal, Job Security, Company Culture",962
SPIE Oil & Gas Services,4.2,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,270
DMI,3.9,"Work Life Balance, Salary & Benefits, Company Culture","Job Security, Promotions / Appraisal",1.2k
SVN SYSTECH INDIA,3.3,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",787
Unilog Content Solutions ( P),3.5,,"Job Security, Promotions / Appraisal, Salary & Benefits",1.2k
Indian School of Business,3.3,,"Promotions / Appraisal, Company Culture, Salary & Benefits",1k
Theon Pharmaceuticals,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",741
Radix Electrosystems,3.4,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",773
Brandix India Apparel City,3.9,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",559
Integrated Enterprises,3.8,Job Security,"Salary & Benefits, Work Satisfaction, Promotions / Appraisal",629
Automotive Stampings and Assemblies,3.7,,"Promotions / Appraisal, Work Satisfaction",639
Valiant Organics,3.6,,"Promotions / Appraisal, Company Culture, Salary & Benefits",947
Arvind Smartspaces Limited,3.6,Salary & Benefits,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",640
Ascendum Solutions,3.0,,"Promotions / Appraisal, Job Security, Company Culture",767
Equentis Wealth Advisory Services,3.4,,"Work Life Balance, Company Culture, Work Satisfaction",641
CRED,3.7,,"Promotions / Appraisal, Job Security, Work Life Balance",2.1k
RattanIndia Power,3.1,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",736
Anand Rathi Wealth Limited,3.2,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.3k
Saraca Solutions,4.0,"Work Life Balance, Salary & Benefits, Company Culture",,545
MGNREGA,3.5,,"Promotions / Appraisal, Job Security, Salary & Benefits",331
O2 Power,4.5,"Company Culture, Work Satisfaction, Job Security",,491
Epp Composites,3.3,,"Company Culture, Promotions / Appraisal, Work Life Balance",676
Traya Health,3.6,,"Job Security, Skill Development / Learning, Work Satisfaction",439
Goel Ganga Group,3.4,,"Company Culture, Work Satisfaction, Promotions / Appraisal",656
Layam Flexi Solutions,3.7,,"Promotions / Appraisal, Job Security, Salary & Benefits",608
All India Council Technical Education,4.4,"Work Life Balance, Company Culture, Work Satisfaction",,198
Vertex,3.9,"Company Culture, Skill Development / Learning","Promotions / Appraisal, Job Security",499
Kaff Appliances (india),3.2,,"Promotions / Appraisal, Company Culture, Job Security",656
Garden Reach Shipbuilders & Engineers,4.2,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,478
AIG,3.8,Work Life Balance,Promotions / Appraisal,1k
Sinch,3.6,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.2k
IQ City Medical College,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",499
Vertex,3.9,"Company Culture, Skill Development / Learning","Promotions / Appraisal, Job Security",499
Dayal Group,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,515
St. Joseph's School,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,527
GDX Group,4.1,"Company Culture, Work Satisfaction, Skill Development / Learning",,449
Walker Chandiok & Co,3.1,,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",1.2k
Sinch,3.6,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.2k
AIG,3.8,Work Life Balance,Promotions / Appraisal,1k
Lawrence & Mayo,3.9,"Job Security, Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,483
Opporture,4.8,"Company Culture, Work Life Balance, Work Satisfaction",,62
Pan Gulf Technologies,4.1,"Company Culture, Job Security, Skill Development / Learning",,835
Unify Technologies,3.0,,"Job Security, Promotions / Appraisal, Company Culture",1.2k
Micromatic Grinding Technologies,4.0,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,696
First Abu Dhabi Bank,3.2,,"Promotions / Appraisal, Job Security, Skill Development / Learning",934
Singer India,4.0,"Company Culture, Work Life Balance, Job Security",,566
B.L. Agro Industries,3.6,,"Job Security, Promotions / Appraisal, Company Culture",681
Amnet Systems,3.7,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",788
Sree Metaliks,3.8,,"Promotions / Appraisal, Company Culture",693
Carrefour,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits",519
Liquiloans,2.9,,"Promotions / Appraisal, Job Security, Company Culture",820
Sree Metaliks,3.8,,"Promotions / Appraisal, Company Culture",693
Liquiloans,2.9,,"Promotions / Appraisal, Job Security, Company Culture",820
First Abu Dhabi Bank,3.2,,"Promotions / Appraisal, Job Security, Skill Development / Learning",934
Tata Realty and Infrastructure,3.9,"Work Life Balance, Salary & Benefits, Job Security",Promotions / Appraisal,920
FutureSoft India,3.5,,"Job Security, Promotions / Appraisal, Work Satisfaction",590
Wanfeng Aluminum Wheel,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",533
Ciklum,3.6,Work Life Balance,"Job Security, Promotions / Appraisal",854
Finecure Pharmaceuticals,3.8,,"Promotions / Appraisal, Company Culture",775
Stonex,3.9,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,1.1k
Tynor Orthotics,3.4,,"Promotions / Appraisal, Work Satisfaction, Job Security",641
Keihin India Manufacturing,4.4,"Company Culture, Skill Development / Learning, Work Satisfaction",,620
Mayoor School,4.3,"Company Culture, Skill Development / Learning, Work Satisfaction",,137
Acer India,3.8,,,784
Olive Bar & Kitchen,4.0,"Work Life Balance, Job Security, Skill Development / Learning",,485
IREO,4.4,"Work Life Balance, Company Culture, Job Security",,576
Toyota Kirloskar Auto Parts,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,644
ObjectWin Technology,3.7,,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.1k
Meditrina Hospital,4.0,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,497
Ginger Webs,2.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",986
SEForge,3.3,,"Promotions / Appraisal, Company Culture, Job Security",849
FunnL,3.4,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",840
Pratibha Syntex,4.0,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",597
Dr Shroff Charity Eye Hospital,3.7,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Job Security",434
Sowparnika,3.8,"Work Life Balance, Work Satisfaction, Job Security",Promotions / Appraisal,782
Trawex Technologies,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,136
Unique Engineers,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture",772
ABP Network,4.0,Work Life Balance,Promotions / Appraisal,1.1k
Cytecare Cancer Hospital,4.7,"Company Culture, Skill Development / Learning, Work Life Balance",,444
Kuantum Papers,4.1,"Work Life Balance, Job Security, Company Culture",,665
Yashashvi Rasayan,4.1,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,706
J Pan Tubular Components,3.4,Skill Development / Learning,"Promotions / Appraisal, Company Culture, Work Satisfaction",552
Ramee Group of Hotels,3.5,,"Job Security, Company Culture, Promotions / Appraisal",614
Lennox India Technology Centre,3.6,Company Culture,"Promotions / Appraisal, Work Satisfaction",1k
Sitics Logistic Solutions,2.9,,"Promotions / Appraisal, Company Culture, Work Satisfaction",633
Modelama Exports,3.9,Salary & Benefits,"Company Culture, Work Satisfaction",647
Gujarat Guardian Ltd.,3.6,,"Promotions / Appraisal, Work Satisfaction",724
Altius Customer Services,3.1,,"Promotions / Appraisal, Salary & Benefits, Job Security",661
Mafatlal Industries,3.7,,"Promotions / Appraisal, Job Security, Work Satisfaction",616
Holostik,3.9,,"Promotions / Appraisal, Job Security",720
Woodrock Infotech Private Limited,3.0,,"Job Security, Promotions / Appraisal, Work Life Balance",289
Vastu Finserve,4.0,"Company Culture, Salary & Benefits, Work Life Balance",,411
Linkquest Telecom,3.4,,"Job Security, Company Culture, Promotions / Appraisal",463
Narayana Junior College,3.7,,"Promotions / Appraisal, Salary & Benefits",303
Bajaj Financial Securities,4.3,"Salary & Benefits, Job Security, Skill Development / Learning",,459
Ganges Internationale,2.8,,"Job Security, Company Culture, Promotions / Appraisal",799
Connect Broadband,4.2,"Work Life Balance, Company Culture, Work Satisfaction",,659
Shubham K Mart,4.3,"Company Culture, Work Life Balance, Work Satisfaction",,232
Yamaha Music India,3.6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",747
Confiance BizSol Private Limited,3.2,,"Company Culture, Promotions / Appraisal, Salary & Benefits",579
Gulf Oil Corporation,4.4,"Work Life Balance, Company Culture, Work Satisfaction",,630
Dmi Finance,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.1k
Solenis,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning",992
Sun Technologies,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.4k
Daebu Automotive Seat,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",695
Experian,3.8,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal,2k
L&T Transportation Infrastructure,4.1,"Skill Development / Learning, Job Security, Work Satisfaction",,151
Visible Alpha Solutions,3.6,"Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.1k
3F Industries,3.5,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",756
NSL Sugars,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal,541
All Time Plastics,4.0,"Salary & Benefits, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,740
Bobst India,3.9,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning",866
Bengal Energy,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",583
Lanson Toyota,4.2,"Job Security, Company Culture, Work Life Balance",,504
Rabwin Industries,3.9,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",789
Hiranandani group,3.9,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal,859
W3Global,3.3,,"Job Security, Company Culture, Work Satisfaction",904
Ind swift ltd. Gbu,3.5,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",747
rebootXP,3.1,,"Job Security, Promotions / Appraisal, Work Life Balance",241
Express Roadways,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",684
Decon Telecom Solutions,3.0,,"Promotions / Appraisal, Company Culture, Work Satisfaction",338
ShopX,4.4,"Work Satisfaction, Skill Development / Learning, Company Culture",,731
Kenstar,3.7,Salary & Benefits,"Job Security, Promotions / Appraisal",591
