Company Name,Rating,Good Reviews,Bad Reviews,Salaries
DigiVersal Consultants,2.5,,"Promotions / Appraisal, Salary & Benefits, Job Security",362
Speciality Restaurants,4.1,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,452
Servify,3.7,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction",990
Rigved Technologies,3.8,"Company Culture, Work Life Balance",Promotions / Appraisal,660
Repos Energy,3.8,"Company Culture, Salary & Benefits",,564
Comnet Solutions,3.5,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",732
Rigved Technologies,3.8,"Company Culture, Work Life Balance",Promotions / Appraisal,660
CSL Finance,3.6,,"Work Satisfaction, Job Security, Promotions / Appraisal",440
Chalo,3.6,,"Promotions / Appraisal, Job Security, Salary & Benefits",558
Anjan Drug,3.3,,"Promotions / Appraisal, Company Culture, Work Life Balance",653
DELTA,4.2,"Job Security, Skill Development / Learning, Salary & Benefits",,1.3k
Dunkin' Donuts,3.6,Salary & Benefits,"Work Life Balance, Work Satisfaction, Job Security",195
Appcino Technologies,3.4,,Promotions / Appraisal,447
Mallcom,3.9,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",405
ISKCON,3.8,Company Culture,"Promotions / Appraisal, Salary & Benefits",540
Sberbank Branch in India,3.0,,"Company Culture, Promotions / Appraisal, Skill Development / Learning",439
Blue Jet Healthcare,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",847
Viztar International,3.3,,"Promotions / Appraisal, Job Security, Salary & Benefits",549
V.Ships,4.0,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",451
Dulux,4.2,"Skill Development / Learning, Company Culture, Work Life Balance",,351
Century Real Estate,3.8,"Salary & Benefits, Job Security, Company Culture",Work Satisfaction,621
Sandvik Coromant,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,637
SANY Group,3.8,,"Promotions / Appraisal, Skill Development / Learning",522
DAEWOO E&C,4.2,"Work Life Balance, Skill Development / Learning, Salary & Benefits",,162
Beyondriffs,4.6,"Company Culture, Work Life Balance, Work Satisfaction",Salary & Benefits,9
Juego Studios,4.2,"Skill Development / Learning, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",385
DELLA LEADERS CLUB,4.6,"Skill Development / Learning, Company Culture, Work Life Balance",,123
The Nuance Group AG,4.3,"Salary & Benefits, Work Life Balance, Company Culture",Job Security,849
Thinkapps Solutions,3.5,,"Promotions / Appraisal, Job Security, Salary & Benefits",634
Electronics for Imaging,3.8,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning",1.2k
West Bengal Power Development Corporation,3.7,Job Security,"Promotions / Appraisal, Company Culture",371
Sigma,3.7,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",677
Ashland,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,601
Bangalore Electricity Supply Company,3.7,,"Promotions / Appraisal, Salary & Benefits, Job Security",529
Allzone Management Solutions,4.2,"Job Security, Work Satisfaction, Skill Development / Learning",,385
Winkies,3.9,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",282
ESRI India Technologies,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",645
ITL Industries,3.8,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",645
Mutual Industries,3.2,,"Promotions / Appraisal, Company Culture, Job Security",567
RELX Group,3.5,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",643
Shilpa Steel and Power,3.5,,"Promotions / Appraisal, Job Security, Company Culture",490
Viveks,4.0,"Job Security, Work Life Balance, Work Satisfaction",,471
Ideas 4 Transformation,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",466
Securonix,2.6,,"Job Security, Work Satisfaction, Skill Development / Learning",888
Shri Ram Murti Smarak Institute of Medical Sciences,3.5,,"Promotions / Appraisal, Job Security, Salary & Benefits",338
Urjanet Energy Solutions,3.8,"Company Culture, Work Life Balance","Skill Development / Learning, Promotions / Appraisal",746
Acme Solar Energy,4.4,"Salary & Benefits, Work Life Balance, Work Satisfaction",,277
Dinesh Engineers,3.9,"Company Culture, Job Security, Work Life Balance",,474
Electrostar Electronics,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,1k
Malpani Group,4.1,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,552
Vikram Tea,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,409
Ace Creative Learning,3.8,Skill Development / Learning,Promotions / Appraisal,524
Dachser,3.9,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",476
Perennial Systems,4.2,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,616
Tradologie.com,2.6,,"Job Security, Company Culture, Work Satisfaction",259
Fixderma,3.3,,"Promotions / Appraisal, Company Culture, Job Security",424
Voltech Hr Services,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture",419
Mas Rural Housing Mortgage Finance,4.1,"Company Culture, Work Life Balance, Work Satisfaction",,317
The Judge Group,3.2,,"Promotions / Appraisal, Job Security, Work Satisfaction",671
Times Network,3.2,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",969
Dangote Industries,4.1,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,325
Homeocare International,3.4,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",394
UTI Mutual Fund,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,703
CASHe,3.3,,"Job Security, Promotions / Appraisal, Work Satisfaction",799
Walko Qsr Company,3.9,"Salary & Benefits, Company Culture","Promotions / Appraisal, Skill Development / Learning, Job Security",497
Progcap,4.0,"Salary & Benefits, Company Culture, Work Life Balance",,768
MoEngage,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.2k
IPAC,3.2,,"Job Security, Promotions / Appraisal, Work Life Balance",935
ZoomRx,2.6,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",799
Sanathan Textiles,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,662
Rieco Industries,3.0,,"Job Security, Promotions / Appraisal, Company Culture",779
R.K. Group,3.4,,"Company Culture, Promotions / Appraisal, Skill Development / Learning",779
ToXSL Technologies,3.8,"Salary & Benefits, Work Satisfaction, Skill Development / Learning",,366
Seeds Fincap,3.6,,"Company Culture, Work Life Balance, Work Satisfaction",398
Wittur Elevator Components,3.8,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,732
Aravind Eye Hospital,4.1,"Work Satisfaction, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",401
Fia Technology Services,3.6,,"Job Security, Promotions / Appraisal, Work Satisfaction",449
GIC Housing Finance,3.7,"Job Security, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",648
Marquis Technologies,3.2,,"Company Culture, Promotions / Appraisal, Salary & Benefits",670
V-Soft Consulting,3.1,,"Job Security, Promotions / Appraisal, Company Culture",637
CloudThat Technologies Private Limited,3.9,"Skill Development / Learning, Company Culture, Work Life Balance",Salary & Benefits,671
Centurion University of Technology and Management,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",425
Al Fara'a Group,3.1,,"Salary & Benefits, Work Life Balance, Work Satisfaction",349
Kiaasa Retail Limited,4.6,"Work Life Balance, Company Culture, Work Satisfaction",,297
Infosys Springboard,4.7,"Skill Development / Learning, Company Culture, Work Life Balance",Salary & Benefits,49
Phoenix Marketcity,3.8,,"Job Security, Promotions / Appraisal",614
Sical Logistics,4.0,,"Promotions / Appraisal, Job Security",627
Xihi Technology,3.6,,"Job Security, Company Culture, Work Satisfaction",497
V-ensure Pharma Technologies,3.2,,"Work Life Balance, Company Culture, Work Satisfaction",522
Uttar Pradesh Jal Nigam,4.1,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,316
FNF India,3.8,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,699
Sourcedesk,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,184
Abs Fujitsu General,3.8,,"Promotions / Appraisal, Company Culture",650
A.P.Securitas,4.2,"Work Life Balance, Job Security, Work Satisfaction",,424
Hansa Research Group,3.7,Job Security,Promotions / Appraisal,552
Multi Mantech International,2.1,,"Company Culture, Job Security, Promotions / Appraisal",375
Century Rayon,3.8,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",477
Distacart,4.7,"Work Life Balance, Job Security, Company Culture",,87
V S International,3.6,Work Life Balance,Promotions / Appraisal,515
ERA's Lucknow Medical College & Hospital,3.9,Work Life Balance,"Promotions / Appraisal, Company Culture, Work Satisfaction",500
Telegence Powercomm,3.4,,"Promotions / Appraisal, Company Culture, Job Security",357
Lectrix Ev,3.6,,"Job Security, Promotions / Appraisal, Work Satisfaction",487
Sugam Homes,4.5,"Company Culture, Work Satisfaction, Job Security",,281
Blackstone Center of Excellence,2.7,,"Company Culture, Promotions / Appraisal, Work Satisfaction",894
D Light Energy,3.7,"Salary & Benefits, Work Life Balance","Promotions / Appraisal, Job Security",436
Protiviti Consulting,3.1,,"Work Satisfaction, Promotions / Appraisal, Company Culture",1.4k
GlowTouch Technologies,3.0,,"Promotions / Appraisal, Work Satisfaction, Company Culture",685
Boyen Haddin,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction",278
Cascade Revenue Management,3.2,,"Job Security, Promotions / Appraisal, Company Culture",498
Nesto Hypermarket,3.8,Skill Development / Learning,Company Culture,374
Real Ispat & Power,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",603
7SearchPPC,4.8,"Company Culture, Work Life Balance, Skill Development / Learning",,5
APC By Schneider Electric,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,267
Presidium School,3.6,,"Promotions / Appraisal, Salary & Benefits, Job Security",542
Metalman Microturners,3.8,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",549
Institute of Chemical Technology,4.0,"Company Culture, Work Satisfaction, Skill Development / Learning","Promotions / Appraisal, Job Security",553
Secure Network Solutions,4.4,"Skill Development / Learning, Work Satisfaction, Job Security",,355
TetraSoft,3.7,Work Life Balance,"Job Security, Promotions / Appraisal",1k
Idea Infinity IT Solutions,3.1,,"Work Life Balance, Promotions / Appraisal, Company Culture",670
PCS-Global,3.6,,Salary & Benefits,315
Nuvento Systems,3.2,,"Job Security, Promotions / Appraisal, Skill Development / Learning",734
Adani Road Transport,4.4,"Work Life Balance, Salary & Benefits, Company Culture",,370
Glen Appliances,4.1,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal,465
Vishakha Glass,4.0,"Job Security, Salary & Benefits","Company Culture, Work Life Balance, Promotions / Appraisal",449
Dream11,3.9,"Salary & Benefits, Company Culture, Work Life Balance",Job Security,1.3k
Arihant Capital Markets,3.3,,"Promotions / Appraisal, Job Security, Company Culture",609
SURYA INTERNATIONAL ENTERPRISE,4.0,"Job Security, Company Culture, Work Life Balance",,293
Accumax,3.9,"Work Life Balance, Company Culture",,846
Monotech Systems,3.6,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",624
River Mobility,3.9,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,512
IJM (India) Infrastructure,4.0,"Company Culture, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",423
Inadev,3.2,,"Promotions / Appraisal, Job Security, Work Life Balance",533
Hicool Electronic Industries,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",,439
Nectar Infotel Solutions,2.8,,"Promotions / Appraisal, Job Security, Company Culture",402
Sinclus Engineering Consulting,4.2,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,528
Datwyler Group,3.9,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,541
Spectra Technovision India,3.3,,"Promotions / Appraisal, Work Satisfaction, Company Culture",703
Global Cloud Xchange,3.5,Work Life Balance,"Promotions / Appraisal, Job Security, Company Culture",760
Basix,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,262
Sterling Accuris Wellness,4.1,"Work Life Balance, Job Security, Company Culture",,498
Hawa Valves,3.0,,"Company Culture, Work Satisfaction, Salary & Benefits",738
Vedang Radio Technology,4.2,"Company Culture, Job Security, Work Life Balance",,292
Envision Overseas Education Consultants,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",,179
Dietech India,4.1,"Skill Development / Learning, Job Security, Work Satisfaction",Salary & Benefits,732
B. E. Billimoria,4.0,"Work Satisfaction, Company Culture, Work Life Balance",,286
HP ADHESIVES,4.0,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,484
Pride Purple Group,4.0,"Salary & Benefits, Company Culture, Skill Development / Learning",,669
Spocto X,3.5,,"Promotions / Appraisal, Work Satisfaction, Job Security",595
Mitel,3.6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",1.1k
Urbanpro,3.8,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,477
Just Dogs,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",347
DSM,3.9,,Promotions / Appraisal,598
Perceptive,3.4,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning",832
Ashok Iron Group,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",663
INVENTIVE SOFTWARE SOLUTIONS,3.8,,"Promotions / Appraisal, Salary & Benefits",419
OVT India,3.4,,"Promotions / Appraisal, Job Security, Company Culture",567
Kimia Biosciences Limited,3.6,,"Job Security, Promotions / Appraisal, Company Culture",571
Tecnics Integration Technologies,3.3,,"Job Security, Promotions / Appraisal, Company Culture",890
Supreme Petrochem,3.8,Job Security,"Promotions / Appraisal, Company Culture, Skill Development / Learning",729
Unified Infotech,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,468
Antal International,3.6,Skill Development / Learning,"Promotions / Appraisal, Job Security, Salary & Benefits",517
Express KCS,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",512
Valmont Structures,2.9,,"Job Security, Promotions / Appraisal, Skill Development / Learning",706
GEEBEE Education,3.1,,"Job Security, Promotions / Appraisal, Company Culture",445
TalentSprint,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,587
IIDE - The Digital School,4.0,"Skill Development / Learning, Company Culture, Work Satisfaction",,269
Ebix Smartclass Educational Services,3.8,"Work Satisfaction, Work Life Balance",Promotions / Appraisal,520
Apex Kidney Care,3.9,"Job Security, Skill Development / Learning",Promotions / Appraisal,408
Unique Infra Engineering India Private Limited,2.9,,"Salary & Benefits, Job Security, Promotions / Appraisal",559
Camp K-12,3.3,,"Job Security, Promotions / Appraisal, Salary & Benefits",623
Data Template Infotech,3.0,,"Promotions / Appraisal, Company Culture, Work Life Balance",570
Ascentrik Research Services,1.8,,"Work Satisfaction, Promotions / Appraisal, Company Culture",527
Ocean Life Spaces,3.6,Salary & Benefits,"Job Security, Work Life Balance, Promotions / Appraisal",655
Kion India,3.5,,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",842
Rinac India Limited,3.9,Job Security,Promotions / Appraisal,529
Emtec,4.3,"Work Life Balance, Salary & Benefits, Job Security",,1k
Sumitomo Mitsui Banking Corporation,2.6,,"Work Satisfaction, Promotions / Appraisal, Company Culture",905
Sarita Handa Exports,3.6,,"Promotions / Appraisal, Work Satisfaction",621
Greytrix,3.2,,"Promotions / Appraisal, Job Security, Work Satisfaction",537
Palo Alto Networks,3.7,Salary & Benefits,"Promotions / Appraisal, Job Security, Work Satisfaction",1.5k
Spykar Lifestyles,4.0,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",432
Autobahn Trucking Corporation,4.2,"Company Culture, Work Life Balance, Work Satisfaction",,543
Rockwell Industries,3.6,,"Company Culture, Job Security, Promotions / Appraisal",526
Aqua Group,4.1,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,597
Indo-Tibetan Border Police,4.6,"Job Security, Salary & Benefits, Company Culture",,269
IT Solutions,3.5,Skill Development / Learning,Promotions / Appraisal,1.4k
Noble Hospital,3.9,"Skill Development / Learning, Job Security",Promotions / Appraisal,570
Thyssenkrupp Industries and Services,4.1,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal,560
FIL Industries,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",568
The West Coast Paper Mills,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",554
Continental Coffee,4.1,"Job Security, Salary & Benefits, Work Life Balance",,443
Obeetee,3.9,Job Security,"Promotions / Appraisal, Work Satisfaction",587
Fragma Data Systems,3.9,"Salary & Benefits, Company Culture, Work Life Balance",,379
Total Shipping & Logistics,3.1,,"Promotions / Appraisal, Company Culture, Work Life Balance",511
Aditya Vision,3.9,,Promotions / Appraisal,309
BMA Wealth Creators,4.4,"Work Life Balance, Company Culture, Work Satisfaction",,344
MindSquare Technologies,4.5,"Work Life Balance, Company Culture, Work Satisfaction",,487
ECS | Enterprise Change Specialists,4.4,"Skill Development / Learning, Company Culture, Work Life Balance",,137
Growisto,4.3,"Company Culture, Skill Development / Learning, Work Life Balance",,313
Hungama,3.2,,"Job Security, Promotions / Appraisal, Salary & Benefits",758
Connect India E Commerce Services,2.9,,"Job Security, Promotions / Appraisal, Skill Development / Learning",372
Omega Hospitals,4.0,"Work Satisfaction, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,542
GlobeGround India,3.5,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Company Culture",410
Smile Electronics,3.7,,"Company Culture, Promotions / Appraisal, Salary & Benefits",544
Planet EDU,3.4,,"Promotions / Appraisal, Salary & Benefits, Job Security",417
Marquistech,3.8,,"Promotions / Appraisal, Company Culture",769
Marino Food Products,4.0,Work Life Balance,Promotions / Appraisal,426
Pratiti Technologies,3.4,,"Promotions / Appraisal, Company Culture, Job Security",637
J. M. Mhatre Infra,4.0,"Work Satisfaction, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",504
Auma,3.5,Job Security,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",550
Leonia Holistic Destination,3.8,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",346
Gulshan Homz,4.1,"Work Life Balance, Salary & Benefits, Company Culture",,562
Bristol Healthcare Services,3.1,,"Company Culture, Work Life Balance, Work Satisfaction",418
Korn Ferry,3.1,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",915
MGM Healthcare,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",741
A.K.AUTOMATICS,3.8,"Job Security, Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits",430
Kruger Ventilation Industries,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",554
Packt Publishing,3.0,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning",709
Emrill Services LLC,4.1,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal,169
Gamma Process Hub,3.7,Company Culture,"Promotions / Appraisal, Salary & Benefits",376
Tirupati Life Sciences,4.3,"Job Security, Work Life Balance, Company Culture",,406
Facile Services,2.8,,"Job Security, Promotions / Appraisal, Work Life Balance",607
Hindustan Shipyard,4.0,"Work Life Balance, Company Culture, Work Satisfaction","Promotions / Appraisal, Job Security",404
Gillette,4.2,"Work Life Balance, Salary & Benefits, Company Culture",,241
Narayana Superspeciality Hospital,4.0,"Skill Development / Learning, Job Security, Company Culture",,421
RPG Group,3.6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning",854
Reliable Business Solutions & Services,2.9,,"Salary & Benefits, Company Culture, Promotions / Appraisal",507
EasyRewardz Software Services,2.8,,"Job Security, Promotions / Appraisal, Company Culture",874
AXA,3.8,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Work Satisfaction",824
Eye7 Chaudhary Eye Centre,3.0,,"Job Security, Company Culture, Promotions / Appraisal",435
ImagicaaWorld Entertainment Limited,3.7,,"Salary & Benefits, Promotions / Appraisal, Job Security",555
Snowcem Paints,4.4,"Company Culture, Work Life Balance, Job Security",,197
C2L BIZ,3.2,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",732
S K Samanta & Co,3.3,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",443
Mizuho Bank,3.4,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",823
Mantle Solutions,3.2,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",752
Ajnara India,3.5,,"Promotions / Appraisal, Salary & Benefits, Job Security",468
Yamaha Motors Solutions,3.0,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",693
MK TRON Autoparts,3.5,,"Company Culture, Promotions / Appraisal, Work Satisfaction",654
HireRight,3.5,Salary & Benefits,"Job Security, Promotions / Appraisal, Skill Development / Learning",695
Hubert Enviro Care Systems,2.8,,"Company Culture, Work Satisfaction, Job Security",710
Vertex Homes,3.0,,"Promotions / Appraisal, Job Security, Skill Development / Learning",567
Amgen,3.0,,"Promotions / Appraisal, Work Satisfaction, Company Culture",2.2k
HashCash Consultants,3.6,,"Work Satisfaction, Promotions / Appraisal",204
P2G Mobilty Tech,4.3,"Skill Development / Learning, Company Culture, Work Satisfaction",,15
Enkei Wheels India,3.6,,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",546
PSG Hospitals,4.1,"Job Security, Work Satisfaction, Skill Development / Learning",Salary & Benefits,465
Nucot,4.6,"Job Security, Company Culture, Work Life Balance",,44
MassMutual,3.8,Work Life Balance,"Promotions / Appraisal, Work Satisfaction",1.1k
Emrill Services LLC,4.1,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal,169
HashCash Consultants,3.6,,"Work Satisfaction, Promotions / Appraisal",204
MGM Healthcare,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",741
Packt Publishing,3.0,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning",709
Vertex Homes,3.0,,"Promotions / Appraisal, Job Security, Skill Development / Learning",567
Sterling Manufacturing Company,3.7,,,76
GE Capital,4.4,"Company Culture, Work Life Balance, Job Security",,419
ANY Graphics,3.8,,Promotions / Appraisal,1.1k
INVESMATE,3.9,"Company Culture, Work Life Balance, Work Satisfaction",,129
PATH India,4.2,"Company Culture, Work Life Balance, Work Satisfaction",,455
ZestMoney,4.0,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal",747
Ferromatik Milacron,3.5,"Job Security, Work Life Balance","Promotions / Appraisal, Company Culture, Skill Development / Learning",622
Kalyaniwalla & Mistry,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",655
Siemens Industry Software (India),4.2,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1.1k
Nxtgen Datacenter Cloud Technologies,3.4,,"Promotions / Appraisal, Job Security, Company Culture",769
Elite Powertech,3.9,"Work Life Balance, Work Satisfaction","Job Security, Promotions / Appraisal",348
Kusalava International,3.8,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",373
Same Deutz-fahr,3.6,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",768
Ind Synergy,3.9,"Work Satisfaction, Job Security",Promotions / Appraisal,503
Fertilisers and Chemicals Travancore,4.2,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,451
Saurer,3.9,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",662
Competent Automobiles,3.9,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,486
CriticaLog India Private Limited,4.2,"Work Life Balance, Company Culture, Work Satisfaction",,542
Mochiko Shoes,3.6,Job Security,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",420
Anik Milk Products,3.6,,"Promotions / Appraisal, Job Security, Work Life Balance",369
Riello Power India,3.7,,"Company Culture, Promotions / Appraisal, Job Security",433
Swarovski India,3.9,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,467
Jupiter Money,2.5,,"Job Security, Promotions / Appraisal, Company Culture",978
Oxalis Pharmaceuticals,3.9,"Job Security, Work Life Balance, Salary & Benefits",,529
FBSPL- Fusion Business Solution P Limited,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",624
Fiverr Inc.,4.4,"Work Life Balance, Company Culture, Skill Development / Learning",,847
Maharashtra Natural GAS,3.1,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",817
Idom,4.1,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning",508
The George Telegraph Training Institute,2.9,,"Salary & Benefits, Promotions / Appraisal, Job Security",370
Mangalam Drugs & Organics,3.5,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",626
WAISL,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,902
Duroply Industries,3.9,"Work Life Balance, Salary & Benefits",,553
Fiverr Inc.,4.4,"Work Life Balance, Company Culture, Skill Development / Learning",,847
Idom,4.1,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning",508
WAISL,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,902
Duroply Industries,3.9,"Work Life Balance, Salary & Benefits",,553
Jupiter Money,2.5,,"Job Security, Promotions / Appraisal, Company Culture",978
TalentOla,3.5,,"Work Life Balance, Work Satisfaction, Job Security",236
Al Hassan Engineering Company SAOG,3.9,,"Company Culture, Promotions / Appraisal, Job Security",206
Axis Clinicals,4.0,"Job Security, Work Life Balance, Skill Development / Learning",,612
Pennant Technologies,4.0,"Job Security, Salary & Benefits, Company Culture",Work Life Balance,777
TerraPay,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",767
Wings Pharmaceuticals,3.1,,"Job Security, Promotions / Appraisal, Company Culture",457
Megha Fruit Processing,3.8,,"Promotions / Appraisal, Job Security, Skill Development / Learning",377
Devgiri Forgings,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture",369
Visit Health,3.0,,"Work Satisfaction, Promotions / Appraisal, Company Culture",695
Sureworks Infotech Pvt. Ltd.,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,487
Food Service India,4.1,"Salary & Benefits, Company Culture, Work Life Balance",,713
Anand Engineering Products,3.3,,"Job Security, Promotions / Appraisal, Work Life Balance",549
Crimsoune Club,3.7,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",411
Bigshare Services,2.9,,"Company Culture, Promotions / Appraisal, Work Satisfaction",244
Andhra Pradesh Grama/Ward Sachivalayam,4.0,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",305
Wishup,4.1,"Skill Development / Learning, Work Life Balance, Company Culture",,489
31 Parallel,1.9,,"Salary & Benefits, Job Security, Promotions / Appraisal",280
Phreesia,2.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning",549
CNS Comnet,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Job Security,308
Weizmann Forex,4.3,"Work Satisfaction, Work Life Balance, Skill Development / Learning",,372
Garuda Aerospace,3.4,,"Company Culture, Job Security, Work Satisfaction",268
Arrivae,3.3,,"Job Security, Promotions / Appraisal, Work Satisfaction",621
A2z Infra Engineering,3.8,"Work Life Balance, Job Security, Work Satisfaction",,88
Oriental Consultants India Pvt Ltd,4.0,"Work Life Balance, Company Culture, Salary & Benefits","Job Security, Promotions / Appraisal",189
Rare Rabbit,3.5,,"Promotions / Appraisal, Company Culture, Work Life Balance",428
Revlon,2.4,,"Promotions / Appraisal, Job Security, Salary & Benefits",335
Appy Pie,3.7,Work Life Balance,"Job Security, Promotions / Appraisal",678
